name,model_name,time,num_iters,num_replicas
0,res18,53,854,6
1,res18,154,854,6
2,deepspeech,326,3500,8
3,res18,368,449,16
4,transformer,735,2480,8
5,res18,1315,573,12
6,gnmt,1585,32,1
7,gnmt,1817,32,1
8,res18,1916,854,6
9,gnmt,1924,32,1
10,transformer,2438,3055,6
11,res18,2518,854,6
12,gnmt,2535,32,1
13,transformer,2735,1334,16
14,gnmt,2850,32,1
15,res18,3073,826,8
16,res18,3107,826,8
17,gnmt,3403,32,1
18,alexnet,3472,31395,24
19,res18,3687,449,16
20,res18,3733,573,12
21,res18,4003,573,12
22,res18,4007,826,8
23,gnmt,4078,32,1
24,res18,4101,449,16
25,gnmt,4948,32,1
26,gnmt,4949,32,1
27,res18,4955,449,16
28,res18,5172,573,12
29,res18,5277,573,12
30,res18,5285,854,6
31,res18,6136,449,16
32,gnmt,6324,32,1
33,deepspeech,6406,3500,8
34,gnmt,6731,32,1
35,gnmt,6897,32,1
36,res18,7752,826,8
37,res18,8287,854,6
38,res18,8444,854,6
39,gnmt,8532,32,1
40,res18,8614,449,16
41,res50,9226,12869,4
42,res50,9550,12869,4
43,res50,9612,12869,4
44,gnmt,9732,32,1
45,gnmt,9876,32,1
46,transformer,10151,3055,6
47,gnmt,10318,32,1
48,gnmt,10319,32,1
49,gnmt,11033,32,1
50,transformer,11256,3055,6
51,deepspeech,11288,4153,6
52,transformer,11292,3055,6
53,res18,11446,826,8
54,deepspeech,11491,2572,12
55,res18,11515,854,6
56,deepspeech,11852,2572,12
57,gnmt,12204,32,1
58,gnmt,12558,32,1
59,res18,12866,854,6
60,res18,12938,826,8
61,res18,14331,449,16
62,res18,14377,854,6
63,res18,14377,854,6
64,transformer,14708,3055,6
65,res18,14817,826,8
66,gnmt,15115,32,1
67,gnmt,15563,32,1
68,res18,15879,826,8
69,res18,16110,573,12
70,gnmt,16319,32,1
71,res18,16331,449,16
72,gnmt,16437,32,1
73,gnmt,16560,32,1
74,gnmt,16585,32,1
75,res18,16925,854,6
76,transformer,16946,3055,6
77,res18,16957,449,16
78,transformer,17490,1589,12
79,gnmt,17515,32,1
80,deepspeech,17628,3500,8
81,alexnet,18010,26207,32
82,res18,18159,854,6
83,gnmt,18289,32,1
84,gnmt,18391,32,1
85,res18,18510,826,8
86,deepspeech,18699,2572,12
87,gnmt,18780,32,1
88,gnmt,18785,32,1
89,gnmt,18806,32,1
90,res18,18877,854,6
91,deepspeech,19165,4153,6
92,gnmt,19202,32,1
93,deepspeech,19239,4153,6
94,res18,19306,573,12
95,res18,19316,826,8
96,gnmt,19332,32,1
97,gnmt,19335,32,1
98,res18,19393,449,16
99,transformer,19414,2480,8
100,gnmt,19450,32,1
101,transformer,19689,2480,8
102,res18,20051,854,6
103,deepspeech,20103,3500,8
104,res18,20139,854,6
105,res18,20269,826,8
106,res18,20313,854,6
107,res18,20463,573,12
108,deepspeech,20574,3500,8
109,transformer,20613,1589,12
110,res18,20643,826,8
111,res18,20665,449,16
112,gnmt,20669,32,1
113,gnmt,20703,32,1
114,res18,20726,449,16
115,gnmt,20851,32,1
116,gnmt,21008,32,1
117,res18,21017,854,6
118,res18,21061,449,16
119,deepspeech,21157,3500,8
120,res18,21190,449,16
121,res18,21209,573,12
122,gnmt,21433,32,1
123,gnmt,21686,32,1
124,res18,21706,449,16
125,res18,21738,573,12
126,res18,21776,854,6
127,res50,21835,12869,4
128,res18,21886,573,12
129,res18,22332,573,12
130,transformer,22769,1334,16
131,deepspeech,22783,3500,8
132,res18,23032,826,8
133,gnmt,23040,32,1
134,res18,23136,449,16
135,deepspeech,23293,3500,8
136,gnmt,23478,32,1
137,alexnet,23900,18879,48
138,gnmt,24040,32,1
139,res18,24132,826,8
140,gnmt,24362,32,1
141,gnmt,24755,32,1
142,gnmt,24780,32,1
143,res18,24855,854,6
144,gnmt,24869,32,1
145,res18,25125,573,12
146,res18,25129,826,8
147,res18,25679,573,12
148,res18,25875,826,8
149,gnmt,25897,32,1
150,gnmt,25898,32,1
151,transformer,25952,1334,16
152,deepspeech,26080,4153,6
153,deepspeech,26243,2572,12
154,gnmt,26853,32,1
155,res50,26876,12869,4
156,gnmt,27132,32,1
157,transformer,27142,2480,8
158,gnmt,27229,32,1
159,res18,28189,826,8
